Port,,AF0,AF1,AF2,AF3,AF4,AF5,AF6,AF7,AF8,AF9,AF10,AF11,AF12,AF13,AF14,AF15,
PortD,PD6,,,SAI1_D1,DFSDM1_CKIN4,DFSDM1_DATIN1,I2S3_SDO/SPI3_MOSI,SAI1_SD_A,USART2_RX,SAI4_SD_A,,SAI4_D1,SDMMC2_CK,FMC_NWAIT,DCMI_D10,LTDC_B2,EVENTOUT,,
PortD,PD7,,,,DFSDM1_DATIN4,,I2S1_SDO/SPI1_MOSI,DFSDM1_CKIN1,USART2_CK,,SPDIFRX1_IN0,,SDMMC2_CMD,FMC_NE1,,,EVENTOUT,,
PortD,PD8,,,,DFSDM1_CKIN3,,,SAI3_SCK_B,USART3_TX,,SPDIFRX1_IN1,,,FMC_D13/FMC_DA13,,,EVENTOUT,,
PortD,PD9,,,,DFSDM1_DATIN3,,,SAI3_SD_B,USART3_RX,,,,,FMC_D14/FMC_DA14,,,EVENTOUT,,
PortD,PDR_ON,,,,,,,,,,,,,,,,EVENTOUT,,
PortE,PE0,,LPTIM1_ETR,TIM4_ETR,HRTIM_SCIN,LPTIM2_ETR,,,,UART8_RX,,SAI2_MCLK_A,,FMC_NBL0,DCMI_D2,,EVENTOUT,,
PortE,PE1,,LPTIM1_IN2,,HRTIM_SCOUT,,,,,UART8_TX,,,,FMC_NBL1,DCMI_D3,,EVENTOUT,,
PortE,PE10,,TIM1_CH2N,,DFSDM1_DATIN4,,,,UART7_CTS,,,QUADSPI_BK2_IO3,,FMC_D7/FMC_DA7,,,EVENTOUT,,
PortE,PE11,,TIM1_CH2,,DFSDM1_CKIN4,,SPI4_NSS,,,,,SAI2_SD_B,,FMC_D8/FMC_DA8,,LTDC_G3,EVENTOUT,,
PortE,PE12,,TIM1_CH3N,,DFSDM1_DATIN5,,SPI4_SCK,,,,,SAI2_SCK_B,,FMC_D9/FMC_DA9,COMP1_OUT,LTDC_B4,EVENTOUT,,
PortE,PE13,,TIM1_CH3,,DFSDM1_CKIN5,,SPI4_MISO,,,,,SAI2_FS_B,,FMC_D10/FMC_DA10,COMP2_OUT,LTDC_DE,EVENTOUT,,
PortE,PE14,,TIM1_CH4,,,,SPI4_MOSI,,,,,SAI2_MCLK_B,,FMC_D11/FMC_DA11,,LTDC_CLK,EVENTOUT,,
PortE,PE15,,TIM1_BKIN,,,,,,,,,,,FMC_D12/FMC_DA12,COMP_TIM1_BKIN/TIM1_BKIN_COMP1/TIM1_BKIN_COMP2,LTDC_R7,EVENTOUT,,
PortE,PE2,DEBUG_TRACECLK,,SAI1_CK1,,,SPI4_SCK,SAI1_MCLK_A,,SAI4_MCLK_A,QUADSPI_BK1_IO2,SAI4_CK1,ETH_TXD3,FMC_A23,,,EVENTOUT,,
PortE,PE3,DEBUG_TRACED0,,,,TIM15_BKIN,,SAI1_SD_B,,SAI4_SD_B,,,,FMC_A19,,,EVENTOUT,,
PortE,PE4,DEBUG_TRACED1,,SAI1_D2,DFSDM1_DATIN3,TIM15_CH1N,SPI4_NSS,SAI1_FS_A,,SAI4_FS_A,,SAI4_D2,,FMC_A20,DCMI_D4,LTDC_B0,EVENTOUT,,
PortE,PE5,DEBUG_TRACED2,,SAI1_CK2,DFSDM1_CKIN3,TIM15_CH1,SPI4_MISO,SAI1_SCK_A,,SAI4_SCK_A,,SAI4_CK2,,FMC_A21,DCMI_D6,LTDC_G0,EVENTOUT,,
PortE,PE6,DEBUG_TRACED3,TIM1_BKIN2,SAI1_D1,,TIM15_CH2,SPI4_MOSI,SAI1_SD_A,,SAI4_SD_A,SAI4_D1,SAI2_MCLK_B,TIM1_BKIN2_COMP1/TIM1_BKIN2_COMP2,FMC_A22,DCMI_D7,LTDC_G1,EVENTOUT,,
PortE,PE7,,TIM1_ETR,,DFSDM1_DATIN2,,,,UART7_RX,,,QUADSPI_BK2_IO0,,FMC_D4/FMC_DA4,,,EVENTOUT,,
PortE,PE8,,TIM1_CH1N,,DFSDM1_CKIN2,,,,UART7_TX,,,QUADSPI_BK2_IO1,,FMC_D5/FMC_DA5,COMP2_OUT,,EVENTOUT,,
PortE,PE9,,TIM1_CH1,,DFSDM1_CKOUT,,,,UART7_DE/UART7_RTS,,,QUADSPI_BK2_IO2,,FMC_D6/FMC_DA6,,,EVENTOUT,,
PortF,PF0,,,,,I2C2_SDA,,,,,,,,FMC_A0,,,EVENTOUT,,
PortF,PF1,,,,,I2C2_SCL,,,,,,,,FMC_A1,,,EVENTOUT,,
PortF,PF10,,TIM16_BKIN,SAI1_D3,,,,,,,QUADSPI_CLK,SAI4_D3,,,DCMI_D11,LTDC_DE,EVENTOUT,ADC3_INN2/ADC3_INP6,
PortF,PF11,,,,,,SPI5_MOSI,,,,,SAI2_SD_B,,FMC_SDNRAS,DCMI_D12,,EVENTOUT,ADC1_INP2,
PortF,PF12,,,,,,,,,,,,,FMC_A6,,,EVENTOUT,ADC1_INN2/ADC1_INP6,
PortF,PF13,,,,DFSDM1_DATIN6,I2C4_SMBA,,,,,,,,FMC_A7,,,EVENTOUT,ADC2_INP2,
PortF,PF14,,,,DFSDM1_CKIN6,I2C4_SCL,,,,,,,,FMC_A8,,,EVENTOUT,ADC2_INN2/ADC2_INP6,
PortF,PF15,,,,,I2C4_SDA,,,,,,,,FMC_A9,,,EVENTOUT,,
PortF,PF2,,,,,I2C2_SMBA,,,,,,,,FMC_A2,,,EVENTOUT,,
PortF,PF3,,,,,,,,,,,,,FMC_A3,,,EVENTOUT,ADC3_INP5,
PortF,PF4,,,,,,,,,,,,,FMC_A4,,,EVENTOUT,ADC3_INN5/ADC3_INP9,
PortF,PF5,,,,,,,,,,,,,FMC_A5,,,EVENTOUT,ADC3_INP4,
PortF,PF6,,TIM16_CH1,,,,SPI5_NSS,SAI1_SD_B,UART7_RX,SAI4_SD_B,QUADSPI_BK1_IO3,,,,,,EVENTOUT,ADC3_INN4/ADC3_INP8,
PortF,PF7,,TIM17_CH1,,,,SPI5_SCK,SAI1_MCLK_B,UART7_TX,SAI4_MCLK_B,QUADSPI_BK1_IO2,,,,,,EVENTOUT,ADC3_INP3,
PortF,PF8,,TIM16_CH1N,,,,SPI5_MISO,SAI1_SCK_B,UART7_DE/UART7_RTS,SAI4_SCK_B,TIM13_CH1,QUADSPI_BK1_IO0,,,,,EVENTOUT,ADC3_INN3/ADC3_INP7,
PortF,PF9,,TIM17_CH1N,,,,SPI5_MOSI,SAI1_FS_B,UART7_CTS,SAI4_FS_B,TIM14_CH1,QUADSPI_BK1_IO1,,,,,EVENTOUT,ADC3_INP2,
PortG,PG0,,,,,,,,,,,,,FMC_A10,,,EVENTOUT,,
PortG,PG1,,,,,,,,,,,,,FMC_A11,,,EVENTOUT,,
PortG,PG10,,,HRTIM_FLT5,,,I2S1_WS/SPI1_NSS,,,,LTDC_G3,SAI2_SD_B,,FMC_NE3,DCMI_D2,LTDC_B2,EVENTOUT,,
PortG,PG11,,LPTIM1_IN2,HRTIM_EEV4,,,I2S1_CK/SPI1_SCK,,,SPDIFRX1_IN0,,SDMMC2_D2,ETH_TX_EN,,DCMI_D3,LTDC_B3,EVENTOUT,,
PortG,PG12,,LPTIM1_IN1,HRTIM_EEV5,,,SPI6_MISO,,USART6_DE/USART6_RTS,SPDIFRX1_IN1,LTDC_B4,,ETH_TXD1,FMC_NE4,,LTDC_B1,EVENTOUT,,
PortG,PG13,DEBUG_TRACED0,LPTIM1_OUT,HRTIM_EEV10,,,SPI6_SCK,,USART6_CTS/USART6_NSS,,,,ETH_TXD0,FMC_A24,,LTDC_R0,EVENTOUT,,
PortG,PG14,DEBUG_TRACED1,LPTIM1_ETR,,,,SPI6_MOSI,,USART6_TX,,QUADSPI_BK2_IO3,,ETH_TXD1,FMC_A25,,LTDC_B0,EVENTOUT,,
PortG,PG15,,,,,,,,USART6_CTS/USART6_NSS,,,,,FMC_SDNCAS,DCMI_D13,,EVENTOUT,,
PortG,PG2,,,,TIM8_BKIN,,,,,,,,TIM8_BKIN_COMP1/TIM8_BKIN_COMP2,FMC_A12,,,EVENTOUT,,
PortG,PG3,,,,TIM8_BKIN2,,,,,,,,TIM8_BKIN2_COMP1/TIM8_BKIN2_COMP2,FMC_A13,,,EVENTOUT,,
PortG,PG4,,TIM1_BKIN2,,,,,,,,,,TIM1_BKIN2_COMP1/TIM1_BKIN2_COMP2,FMC_A14/FMC_BA0,,,EVENTOUT,,
PortG,PG5,,TIM1_ETR,,,,,,,,,,,FMC_A15/FMC_BA1,,,EVENTOUT,,
PortG,PG6,,TIM17_BKIN,HRTIM_CHE1,,,,,,,,QUADSPI_BK1_NCS,,FMC_NE3,DCMI_D12,LTDC_R7,EVENTOUT,,
PortG,PG7,,,HRTIM_CHE2,,,,SAI1_MCLK_A,USART6_CK,,,,,FMC_INT,DCMI_D13,LTDC_CLK,EVENTOUT,,
PortG,PG8,,,,TIM8_ETR,,SPI6_NSS,,USART6_DE/USART6_RTS,SPDIFRX1_IN2,,,ETH_PPS_OUT,FMC_SDCLK,,LTDC_G7,EVENTOUT,,
PortG,PG9,,,,,,I2S1_SDI/SPI1_MISO,,USART6_RX,SPDIFRX1_IN3,QUADSPI_BK2_IO2,SAI2_FS_B,,FMC_NCE/FMC_NE2,DCMI_VSYNC,,EVENTOUT,,
PortH,PH0-OSC_IN (PH0),,,,,,,,,,,,,,,,EVENTOUT,,
PortH,PH1-OSC_OUT (PH1),,,,,,,,,,,,,,,,EVENTOUT,,
PortH,PH10,,,TIM5_CH1,,I2C4_SMBA,,,,,,,,FMC_D18,DCMI_D1,LTDC_R4,EVENTOUT,,
PortH,PH11,,,TIM5_CH2,,I2C4_SCL,,,,,,,,FMC_D19,DCMI_D2,LTDC_R5,EVENTOUT,,
PortH,PH12,,,TIM5_CH3,,I2C4_SDA,,,,,,,,FMC_D20,DCMI_D3,LTDC_R6,EVENTOUT,,
PortH,PH13,,,,TIM8_CH1N,,,,,UART4_TX,FDCAN1_TX,,,FMC_D21,,LTDC_G2,EVENTOUT,,
PortH,PH14,,,,TIM8_CH2N,,,,,UART4_RX,FDCAN1_RX,,,FMC_D22,DCMI_D4,LTDC_G3,EVENTOUT,,
PortH,PH15,,,,TIM8_CH3N,,,,,,,,,FMC_D23,DCMI_D11,LTDC_G4,EVENTOUT,,
PortH,PH2,,LPTIM1_IN2,,,,,,,,QUADSPI_BK2_IO0,SAI2_SCK_B,ETH_CRS,FMC_SDCKE0,,LTDC_R0,EVENTOUT,ADC3_INP13,
PortH,PH3,,,,,,,,,,QUADSPI_BK2_IO1,SAI2_MCLK_B,ETH_COL,FMC_SDNE0,,LTDC_R1,EVENTOUT,ADC3_INN13/ADC3_INP14,
PortH,PH4,,,,,I2C2_SCL,,,,,LTDC_G5,USB_OTG_HS_ULPI_NXT,,,,LTDC_G4,EVENTOUT,ADC3_INN14/ADC3_INP15,
PortH,PH5,,,,,I2C2_SDA,SPI5_NSS,,,,,,,FMC_SDNWE,,,EVENTOUT,ADC3_INN15/ADC3_INP16,
PortH,PH6,,,TIM12_CH1,,I2C2_SMBA,SPI5_SCK,,,,,,ETH_RXD2,FMC_SDNE1,DCMI_D8,,EVENTOUT,,
PortH,PH7,,,,,I2C3_SCL,SPI5_MISO,,,,,,ETH_RXD3,FMC_SDCKE1,DCMI_D9,,EVENTOUT,,
PortH,PH8,,,TIM5_ETR,,I2C3_SDA,,,,,,,,FMC_D16,DCMI_HSYNC,LTDC_R2,EVENTOUT,,
PortH,PH9,,,TIM12_CH2,,I2C3_SMBA,,,,,,,,FMC_D17,DCMI_D0,LTDC_R3,EVENTOUT,,
PortI,PI0,,,TIM5_CH4,,,I2S2_WS/SPI2_NSS,,,,,,,FMC_D24,DCMI_D13,LTDC_G5,EVENTOUT,,
PortI,PI1,,,,TIM8_BKIN2,,I2S2_CK/SPI2_SCK,,,,,,TIM8_BKIN2_COMP1/TIM8_BKIN2_COMP2,FMC_D25,DCMI_D8,LTDC_G6,EVENTOUT,,
PortI,PI10,,,,,,,,,,,,ETH_RX_ER,FMC_D31,,LTDC_HSYNC,EVENTOUT,,
PortI,PI11,,,,,,,,,,LTDC_G6,USB_OTG_HS_ULPI_DIR,,,,,EVENTOUT,,
PortI,PI12,,,,,,,,,,,,,,,LTDC_HSYNC,EVENTOUT,,
PortI,PI13,,,,,,,,,,,,,,,LTDC_VSYNC,EVENTOUT,,
PortI,PI14,,,,,,,,,,,,,,,LTDC_CLK,EVENTOUT,,
PortI,PI15,,,,,,,,,,LTDC_G2,,,,,LTDC_R0,EVENTOUT,,
PortI,PI2,,,,TIM8_CH4,,I2S2_SDI/SPI2_MISO,,,,,,,FMC_D26,DCMI_D9,LTDC_G7,EVENTOUT,,
PortI,PI3,,,,TIM8_ETR,,I2S2_SDO/SPI2_MOSI,,,,,,,FMC_D27,DCMI_D10,,EVENTOUT,,
PortI,PI4,,,,TIM8_BKIN,,,,,,,SAI2_MCLK_A,TIM8_BKIN_COMP1/TIM8_BKIN_COMP2,FMC_NBL2,DCMI_D5,LTDC_B4,EVENTOUT,,
PortI,PI5,,,,TIM8_CH1,,,,,,,SAI2_SCK_A,,FMC_NBL3,DCMI_VSYNC,LTDC_B5,EVENTOUT,,
PortI,PI6,,,,TIM8_CH2,,,,,,,SAI2_SD_A,,FMC_D28,DCMI_D6,LTDC_B6,EVENTOUT,,
PortI,PI7,,,,TIM8_CH3,,,,,,,SAI2_FS_A,,FMC_D29,DCMI_D7,LTDC_B7,EVENTOUT,,
PortI,PI8,,,,,,,,,,,,,,,,EVENTOUT,,
PortI,PI9,,,,,,,,,UART4_RX,FDCAN1_RX,,,FMC_D30,,LTDC_VSYNC,EVENTOUT,,
PortJ,PJ0,,,,,,,,,,LTDC_R7,,,,,LTDC_R1,EVENTOUT,,
PortJ,PJ1,,,,,,,,,,,,,,,LTDC_R2,EVENTOUT,,
PortJ,PJ10,,TIM1_CH2N,,TIM8_CH2,,SPI5_MOSI,,,,,,,,,LTDC_G3,EVENTOUT,,
PortJ,PJ11,,TIM1_CH2,,TIM8_CH2N,,SPI5_MISO,,,,,,,,,LTDC_G4,EVENTOUT,,
PortJ,PJ12,DEBUG_TRGOUT,,,,,,,,,LTDC_G3,,,,,LTDC_B0,EVENTOUT,,
PortJ,PJ13,,,,,,,,,,LTDC_B4,,,,,LTDC_B1,EVENTOUT,,
PortJ,PJ14,,,,,,,,,,,,,,,LTDC_B2,EVENTOUT,,
PortJ,PJ15,,,,,,,,,,,,,,,LTDC_B3,EVENTOUT,,
PortJ,PJ2,,,,,,,,,,,,,,DSIHOST_TE,LTDC_R3,EVENTOUT,,
PortJ,PJ3,,,,,,,,,,,,,,,LTDC_R4,EVENTOUT,,
PortJ,PJ4,,,,,,,,,,,,,,,LTDC_R5,EVENTOUT,,
PortJ,PJ5,,,,,,,,,,,,,,,LTDC_R6,EVENTOUT,,
PortJ,PJ6,,,,TIM8_CH2,,,,,,,,,,,LTDC_R7,EVENTOUT,,
PortJ,PJ7,DEBUG_TRGIN,,,TIM8_CH2N,,,,,,,,,,,LTDC_G0,EVENTOUT,,
PortJ,PJ8,,TIM1_CH3N,,TIM8_CH1,,,,,UART8_TX,,,,,,LTDC_G1,EVENTOUT,,
PortJ,PJ9,,TIM1_CH3,,TIM8_CH1N,,,,,UART8_RX,,,,,,LTDC_G2,EVENTOUT,,
PortK,PK0,,TIM1_CH1N,,TIM8_CH3,,SPI5_SCK,,,,,,,,,LTDC_G5,EVENTOUT,,
PortK,PK1,,TIM1_CH1,,TIM8_CH3N,,SPI5_NSS,,,,,,,,,LTDC_G6,EVENTOUT,,
PortK,PK2,,TIM1_BKIN,,TIM8_BKIN,,,,,,,TIM8_BKIN_COMP1/TIM8_BKIN_COMP2,TIM1_BKIN_COMP1/TIM1_BKIN_COMP2,,,LTDC_G7,EVENTOUT,,
PortK,PK3,,,,,,,,,,,,,,,LTDC_B4,EVENTOUT,,
PortK,PK4,,,,,,,,,,,,,,,LTDC_B5,EVENTOUT,,
PortK,PK5,,,,,,,,,,,,,,,LTDC_B6,EVENTOUT,,
PortK,PK6,,,,,,,,,,,,,,,LTDC_B7,EVENTOUT,,
PortK,PK7,,,,,,,,,,,,,,,LTDC_DE,EVENTOUT,,
